id;name
6960;Каиласахар
6961;Каилуа-Кона
6962;Каимана
6963;Каимбамбо
6964;Каинанту
6965;Каинары
6966;Каинды
6967;Каир
6968;Каиседо
6969;Кайана
6970;Кайанза
6971;Кайбариен
6972;Кайдзу
6973;Кайдзука
6974;Кайенна
6975;Кайзер
6976;Кайзерзеш
6977;Кайзерслаутерн
6978;Кайл-оф-Лохалш
6979;Кайлахун
6980;Кайли
6981;Каймито
6982;Кайна
6983;Кайнан
6984;Кайон
6985;Кайонза
6986;Кайпин
6987;Кайраккум
6988;Кайруан
6989;Кайсери
6990;Кайтхал
6991;Кайфын
6992;Кайшядорис
6993;Кайюань
6994;Какабелос
6995;Какамега
6996;Какамигахара
6997;Какань
6998;Каката
6999;Какахуаль
7000;Какегава
7001;Какеса
7002;Какинада
7003;Какогава
7004;Каконго
7005;Какорток
7006;Какота
7007;Кактовик
7008;Какуда
7009;Какума
7010;Какчинг
7011;Кала
7012;Калабар
7013;Калабасас
7014;Калабо
7015;Калабосо
7016;Калавад
7017;Калаги
7018;Калайи-Нау
7019;Калайоки
7020;Калайя
7021;Калали
7022;Калама
7023;Каламар
7024;Каламария
7025;Каламата
7026;Каламонте
7027;Калан-Вали
7028;Калансуа
7029;Калаорра
7030;Калапара
7031;Калараш
7032;Каларка
7033;Калароа
7034;Каласан
7035;Каласпарра
7036;Калат
7037;Калатаюд
7038;Калау
7039;Калаундра
7040;Калафат
7041;Калач
7042;Калач-на-Дону
7043;Калачинск
7044;Калвария
7045;Калвер-Сити
7046;Калгари
7047;Калгурли
7048;Калдаш-да-Раинья
7049;Калдикот
7050;Кале
7051;Каледон
7052;Калексико
7053;Калелья
7054;Калемие
7055;Калемьо
7056;Каленгва
7057;Калера-и-Чосас
7058;Калеты
7059;Кали
7060;Калиакайр
7061;Калибиши
7062;Каливунгу
7063;Калигандж
7064;Калима
7065;Калимнос
7066;Калининград
7067;Калининск
7068;Калинковичи
7069;Калиновка
7070;Калиспелл
7071;Калифорния
7072;Калихати
7073;Калиш
7074;Калиш-Поморский
7075;Калия
7076;Калка
7077;Калкини
7078;Калласте
7079;Калле-Бланкос
7080;Каллен
7081;Каллиасери
7082;Каллин
7083;Каллифея
7084;Калмаканда
7085;Калмар
7086;Калмунай
7087;Калол
7088;Калото
7089;Калофер
7090;Калоча
7091;Калпепер
7092;Калпетта
7093;Калпи
7094;Калтаг
7095;Калтан
7096;Калуга
7097;Калукан
7098;Калукембе
7099;Калулуши
7100;Калутара
7101;Калуш
7102;Калушин
7103;Калъа-Кебира
7104;Калъа-Сегира
7105;Кальба
7106;Кальбе
7107;Кальв
7108;Кальвария-Зебжидовская
7109;Кальвиа
7110;Кальдас
7111;Кальдас-де-Рейес
7112;Кальдес-де-Монтбуй
7113;Кальдоно
7114;Кальета-де-сан-Мигель
7115;Калькар
7116;Калькара
7117;Калькилия
7118;Калькутта
7119;Кальмар
7120;Кальоса-де-Сегура
7121;Кальоса-де-Энсаррья
7122;Кальпе
7123;Кальсада-де-Калатрава
7124;Кальтаниссетта
7125;Кальтенкирхен
7126;Кальтеннордхайм
7127;Кальюб
7128;Кальяни
7129;Кальяри
7130;Калюир-Э-Кюир
7131;Калязин
7132;Калян
7133;Каляндург
7134;Кам
7135;Кам-Перрен
7136;Кама
7137;Камагая
7138;Камагуэй
7139;Камаиси
7140;Камакупа
7141;Камакура
7142;Камаламаи
7143;Камалгандж
7144;Камалия
7145;Камалот
7146;Каман
7147;Каманонгу
7148;Камара-ди-Лобуш
7149;Камарго
7150;Камаредди
7151;Камариньяс
7152;Камаркханда
7153;Камас
7154;Камасари
7155;Каматагуа
7156;Камативи-Майн
7157;Камау
7158;Камахи-Деви
7159;Камахуани
7160;Камбадос
7161;Камбар
7162;Камбарка
7163;Камбиа
7164;Камбита-Гарабитос
7165;Камбове
7166;Камбре
7167;Камбрильс
7168;Камден
7169;Камен
7170;Каменец
7171;Каменец-Подольский
7172;Каменицки-Шенов
7173;Каменка
7174;Каменка-Бугская
7175;Каменка-Днепровская
7176;Каменна-Гура
7177;Каменногорск
7178;Камено
7179;Каменск-Уральский
7180;Каменск-Шахтинский
7181;Каменское
7182;Каменц
7183;Камень-Каширский
7184;Камень-Краеньский
7185;Камень-на-Оби
7186;Камень-Поморский
7187;Каменьск
7188;Камеока
7189;Камешково
7190;Камеяма
7191;Ками
7192;Камиамакуса
7193;Камина
7194;Каминояма
7195;Камири
7196;Камису
7197;Камитуга
7198;Камлупс
7199;Камник
7200;Камо
7201;Камоапа
7202;Камогава
7203;Камоке
7204;Камп-Линтфорт
7205;Кампала
7206;Кампаменто
7207;Кампана
7208;Кампанарио
7209;Кампельо
7210;Кампене
7211;Кампече
7212;Кампина-Гранди
7213;Кампинас
7214;Кампо-Гальо
7215;Кампо-Гранде
7216;Кампо-де-Криптана
7217;Кампо-де-ла-Крус
7218;Кампо-Кихано
7219;Кампо-Ларго
7220;Кампоалегре
7221;Кампобассо
7222;Кампонарайя
7223;Кампонгспы
7224;Кампонгтхом
7225;Кампонгтям
7226;Кампонгчнанг
7227;Кампос
7228;Кампот
7229;Кампохермосо
7230;Кампу-Гранди
7231;Кампус-дус-Гойтаказис
7232;Камра
7233;Камрань
7234;Камроз
7235;Камсак
7236;Камуханда
7237;Камфа
7238;Камызяк
7239;Камышин
7240;Камышлов
7241;Кан
7242;Канадзава
7243;Канайгхат
7244;Каналете
7245;Канальс
7246;Кананга
7247;Канари
7248;Канаш
7249;Канберра
7250;Канби
7251;Канг
7252;Кангаба
7253;Кангал
7254;Кангандала
7255;Кангас
7256;Кангас-де-Онис
7257;Кангас-дель-Нарсеа
7258;Канге
7259;Канго
7260;Кангундо-Тала
7261;Кандава
7262;Кандагар
7263;Кандалакша
7264;Канде
7265;Канделария
7266;Канделеда
7267;Кандель
7268;Кандерн
7269;Канджиккужи
7270;Кандзаки
7271;Канди
7272;Кандин
7273;Кандира
7274;Кандо
7275;Кандриан
7276;Кандукур
7277;Кандхот
7278;Кандыагаш
7279;Кандьяк
7280;Канев
7281;Канелонес
7282;Канет-де-Мар
7283;Канзас-Сити
7284;Кани
7285;Каниама
7286;Канибадам
7287;Канижа
7288;Канильо
7289;Канису
7290;Канкаанпяа
7291;Канкан
7292;Канкер
7293;Канкузо
7294;Канкун
7295;Канмор
7296;Каннаполис
7297;Каннур
7298;Каннус
7299;Канны
7300;Кано
7301;Каноас
7302;Кановельяс
7303;Канора
7304;Каноя
7305;Канпур
7306;Кансанши
7307;Канск
7308;Кант
7309;Кантабанджи
7310;Кантагальо
7311;Канталехо
7312;Кантаньеди
7313;Кантаура
7314;Кантеба
7315;Кантель
7316;Кантемир
7317;Канти
7318;Кантильяна
7319;Кантон
7320;Кантхо
7321;Канума
7322;Канфанар
7323;Канхангад
7324;Канчунго
7325;Канъондзи
7326;Кань-сюр-Мер
7327;Канье
7328;Каньчуга
7329;Каньюэлас
7330;Каньяда-де-Гомес
7331;Каньяда-Росаль
7332;Каньяс
7333;Каньясгордас
7334;Канябайонга
7335;Каолак
7336;Каолань
7337;Каолиново
7338;Каома
7339;Каор
7340;Кап-Аитьен
7341;Кап-Санте
7342;Кап-Ша
7343;Кападвандж
7344;Капаклы
7345;Капан
7346;Капанга
7347;Капаррапи
7348;Капасия
7349;Капдепера
7350;Капельядес
7351;Капенгуриа
7352;Капилвасту
7353;Капилья-дель-Сеньор
7354;Капири-Мпоши
7355;Капитан-Сармьенто
7356;Капитанехо
7357;Капити
7358;Каплице
7359;Капотиль
7360;Капошвар
7361;Капоэта
7362;Каппельн
7363;Капсабет
7364;Каптай
7365;Капувар
7366;Капуртхала
7367;Капускасин
7368;Капута
7369;Капфенберг
7370;Капчагай
7371;Капьята
7372;Кара
7373;Кара-Балта
7374;Кара-Куль
7375;Кара-Суу
7376;Караагач
7377;Карабаново
7378;Карабаш
7379;Карабулак
7380;Карабюк
7381;Каравака-де-ла-Крус
7382;Караванг
7383;Караганда
7384;Карадениз Эрегли
7385;Караджебей
7386;Каражал
7387;Карайилан
7388;Карайкал
7389;Каракал
7390;Каракас
7391;Караке
7392;Каракёпрю
7393;Каракоджан
7394;Каракол
7395;Караколи
7396;Караколь
7397;Карамай
7398;Караман
7399;Караманта
7400;Карамюрсель
7401;Каранави
7402;Карангпавитан
7403;Карангтенгах
7404;Каранджиа
7405;Карансебеш
7406;Карапикуиба
7407;Карапынар
7408;Карасбург
7409;Карасу
7410;Карасук
7411;Каратау
7412;Караташ
7413;Карацу
7414;Карачаевск
7415;Карачев
7416;Карачи
7417;Карачобан
7418;Карачулха
7419;Караягач
7420;Карбальо
7421;Карбахоса-де-ла-Саграда
7422;Карбен
7423;Карбинци
7424;Карбондейл
7425;Карбонер
7426;Карбонерас
7427;Карбония
7428;Карвар
7429;Карвина
7430;Каргат
7431;Каргова
7432;Каргополь
7433;Каргыпынары
7434;Кардедиос
7435;Карденас
7436;Карджан
7437;Карджат
7438;Кардифф
7439;Кардица
7440;Кардона
7441;Кардстон
7442;Кардхо
7443;Карей
7444;Карели
7445;Карепа
7446;Карзакан
7447;Кариасика
7448;Кариба
7449;Карибиб
7450;Карибу
7451;Каримгандж
7452;Каримнагар
7453;Кариньян
7454;Карипито
7455;Карис
7456;Кария
7457;Каркаралинск
7458;Каркаси
7459;Каркассон
7460;Каркахенте
7461;Карккила
7462;Каркси-Нуйа
7463;Карлайл
7464;Карлет
7465;Карлетон-сюр-Мер
7466;Карлин
7467;Карлино
7468;Карловац
7469;Карлови-Вари
7470;Карловка
7471;Карлово
7472;Карлос-Касарес
7473;Карлос-Техедор
7474;Карлоу
7475;Карлсбад
7476;Карлскруна
7477;Карлскуга
7478;Карлсруэ
7479;Карлстад
7480;Карлсхамн
7481;Карлтон-Плейс
7482;Карлштадт
7483;Кармакс
7484;Кармартен
7485;Кармел
7486;Кармело
7487;Кармен
7488;Кармен-де-Апикала
7489;Кармен-де-Ареко
7490;Кармен-де-Боливар
7491;Кармен-де-Карупа
7492;Кармен-де-Патагонес
7493;Карменвилл
7494;Кармиэль
7495;Кармона
7496;Карн-эль-Алам
7497;Карнал
7498;Карнарвон
7499;Карни
7500;Карно
7501;Карнобат
7502;Карои
7503;Каролина
7504;Каронга
7505;Карора
7506;Кароран
7507;Карпантрас
7508;Карпач
7509;Карпи
7510;Карпинск
7511;Карраль
7512;Карранке
7513;Каррара
7514;Карраседело
7515;Каррборо
7516;Карреньо
7517;Каррефур
7518;Карридафф
7519;Каррик-он-Шур
7520;Каррикмакросс
7521;Каррикфергус
7522;Каррингтон
7523;Карролл
7524;Карс
7525;Карсава
7526;Карсон
7527;Карсон-Сити
7528;Карст
7529;Карстэрс
7530;Картаго
7531;Картайя
7532;Карталы
7533;Картарпур
7534;Картасура
7535;Картахена
7536;Картахена-дель-Чаира
7537;Карташу
7538;Картейра
7539;Картепе
7540;Картрайт
7541;Картузы
7542;Картье-Морен
7543;Каруару
7544;Каруж
7545;Карузи
7546;Карупано
7547;Карур
7548;Карури
7549;Каруру
7550;Каруэ
7551;Карчев
7552;Карши
7553;Карье
7554;Каса-Гранде
7555;Касабланка
7556;Касабьянка
7557;Касай
7558;Касалья-де-ла-Сьерра
7559;Касама
7560;Касангулу
7561;Касане
7562;Касаока
7563;Касарагод
7564;Касариче
7565;Касаррубиос-дель-Монте
7566;Касасимарро
7567;Касба
7568;Касба-Тадла
7569;Касеёвице
7570;Касемпа
7571;Касенга
7572;Касерес
7573;Касерос
7574;Касесе
7575;Касиба
7576;Касива
7577;Касивадзаки
7578;Касивара
7579;Касильда
7580;Касима
7581;Касимов
7582;Касихан
7583;Касихара
7584;Каскавел
7585;Каскад
7586;Каскелен
7587;Каскинен
7588;Касл-Брюс
7589;Касл-Комфорт-Саут
7590;Касл-Рок
7591;Каслбар
7592;Каслблейни
7593;Каслгар
7594;Касли
7595;Касма
7596;Касонго
7597;Касонго-Лунда
7598;Каспе
7599;Каспер
7600;Каспи
7601;Каспийск
7602;Каспичан
7603;Каср Ахмад
7604;Каср-Хеллаль
7605;Кассала
7606;Касселтон
7607;Кассель
7608;Кассерин
7609;Кастав
7610;Касталья
7611;Кастамону
7612;Кастелламмаре ди Стабиа
7613;Кастеллаун
7614;Кастелли
7615;Кастельдефельс
7616;Кастельон-де-ла-Плана
7617;Кастельяр-дель-Вальес
7618;Кастильбланко-де-лос-Арройос
7619;Кастильеха-де-ла-Куэста
7620;Кастильобисбаль
7621;Кастильос
7622;Кастилья-ла-Нуэва
7623;Кастор
7624;Кастория
7625;Кастр
7626;Кастри
7627;Кастрильон
7628;Кастро-Урдиалес
7629;Кастроп-Рауксель
7630;Кастуэра
7631;Касуга
7632;Касугаи
7633;Касукабе
7634;Касулу
7635;Касумигаура
7636;Касунгу
7637;Касур
7638;Кат-Банк
7639;Кат-Найф
7640;Катаба
7641;Катабола
7642;Катав-Ивановск
7643;Катагами
7644;Катайск
7645;Катакамас
7646;Катако-Комбе
7647;Катанда
7648;Катандзаро
7649;Катания
7650;Катано
7651;Катапанг
7652;Катарроха
7653;Катва
7654;Катерини
7655;Кати
7656;Катиади
7657;Катива
7658;Катидрал-Сити
7659;Катима-Мулило
7660;Катио
7661;Катиола
7662;Катихар
7663;Катия Ла Мар
7664;Катманду
7665;Като
7666;Катовице
7667;Катори
7668;Катраль
7669;Катре-Борне
7670;Катринехольм
7671;Каттак
7672;Катумба
7673;Катунаяке
7674;Катхалия
7675;Катхуа
7676;Катценельнбоген
7677;Кауб
7678;Кауденбит
7679;Каудете
7680;Каукайа
7681;Каукасия
7682;Каунас
7683;Кауниайнен
7684;Кауния
7685;Каунсил-Блафс
7686;Каусете
7687;Кауфбойрен
7688;Каухава
7689;Каухайоки
7690;Каушаны
7691;Кафайяте
7692;Кафр-аз-Зият
7693;Кафр-Касем
7694;Кафр-Саад
7695;Кафр-Сакр
7696;Кафр-Шукр
7697;Кафр-эд-Даввар
7698;Кафр-эш-Шейх
7699;Кафрин
7700;Кафуэ
7701;Каха
7702;Кахалу
7703;Кахама
7704;Кахамарка
7705;Кахароле
7706;Кахемба
7707;Кахи
7708;Кахибио
7709;Кахика
7710;Кахна-Нау
7711;Каховка
7712;Кахоку
7713;Кахраманмараш
7714;Кахрор-Пакка
7715;Кахта
7716;Кахул
7717;Кацина
7718;Кацураги
7719;Кацуура
7720;Кацуяма
7721;Качарево
7722;Качемак
7723;Качипай
7724;Качира
7725;Качканар
7726;Качуа
7727;Кашан
7728;Кашгар
7729;Кашел
7730;Кашеу
7731;Кашиани
7732;Кашиас-ду-Сул
7733;Кашин
7734;Кашипур
7735;Кашира
7736;Кашито
7737;Кашперске-Гори
7738;Каштела
7739;Каштелу-Бранку
7740;Каэди
7741;Кая
7742;Каяани
7743;Каямкулам
7744;Каянашли
7745;Каянгел
7746;Каяхога-Фолс
7747;Квайса
7748;Квакенбрюк
7749;Кванджу
7750;Кванмён
7751;Кварели
7752;Кватта
7753;Квебек
7754;Квекве
7755;Квемба
7756;Кверфурт
7757;Кветта
7758;Квидзын
7759;Квикборн
7760;Квин-Крик
7761;Квинт-Уэст
7762;Квито-Кванавале
7763;Кдине
7764;Ке-Жакмель
7765;Кебили
7766;Кеблавик
7767;Кебо
7768;Кебомас
7769;Кебраданегра
7770;Кебумен
7771;Кеведо
7772;Кевелар
7773;Кегалле
7774;Кёге
7775;Кегумс
7776;Кеда
7777;Кедабек
7778;Кедайняй
7779;Кедири
7780;Кедровый
7781;Кедунгвару
7782;Кедунгвуни
7783;Кежмарок
7784;Кёйджегиз
7785;Кейк
7786;Кейла
7787;Кеймбридж
7788;Кейнфильд
7789;Кейп-Бретон
7790;Кейп-Жирардо
7791;Кейп-Корал
7792;Кейп-Кост
7793;Кейптаун
7794;Кейсон Фомвихан
7795;Кек-Таш
7796;Кела
7797;Келания
7798;Келапа-Дуа
7799;Келапанунггал
7800;Келвингтон
7801;Келибия
7802;Келимане
7803;Келле
7804;Кёлледа
7805;Келлингхузен
7806;Кело
7807;Келоуна
7808;Келс
7809;Келсо
7810;Келуш
7811;Кель
7812;Келькит
7813;Келькхайм
7814;Кёльн
7815;Кельстербах
7816;Кельхайм
7817;Кельце
7818;Кельч
7819;Кеманг
7820;Кембе
7821;Кемберг
7822;Кембридж
7823;Кембридж-Бэй
7824;Кемер
7825;Кемерово
7826;Кеми
7827;Кемин
7828;Кемиярви
7829;Кеммерер
7830;Кемнат
7831;Кемпен
7832;Кемпер
7833;Кемпице
7834;Кемпно
7835;Кемптен
7836;Кемь
7837;Кена
7838;Кенай
7839;Кенбридж
7840;Кенге
7841;Кендари
7842;Кендзежин-Козле
7843;Кендрапара
7844;Кенду-Бэй
7845;Кендуа
7846;Кендуджхар
7847;Кенема
7848;Кёнеургенч
7849;Кёнигзее
7850;Кёнигс-Вустерхаузен
7851;Кёнигсберг
7852;Кёнигсбрунн
7853;Кёнигсбрюк
7854;Кёнигсвинтер
7855;Кёнигслуттер-ам-Эльм
7856;Кёнигштайн
7857;Кеникея
7858;Кенитра
7859;Кёниц
7860;Кенмар
7861;Кенмор
7862;Кенневик
7863;Кённерн
7864;Кеннесо
7865;Кенора
7866;Кеноша
7867;Кенсингтон
7868;Кенскоф
7869;Кент
7870;Кентау
7871;Кентвилл
7872;Кентербери
7873;Кентшин
7874;Кенты
7875;Кенцинген
7876;Кепанджен
7877;Кепез
7878;Кепита
7879;Кер-д'Ален
7880;Керава
7881;Кербела
7882;Кербен
7883;Керберри
7884;Кередж
7885;Керекотильо
7886;Керема
7887;Керете
7888;Керико
7889;Керинса
7890;Керичо
7891;Керкинтиллох
7892;Керкира
7893;Керколди
7894;Керкраде
7895;Керкуолл
7896;Керман
7897;Керманшах
7898;Кермен
7899;Кернерсвилл
7900;Керни
7901;Керобокан
7902;Керпен
7903;Керрильос
7904;Керрито
7905;Керро-де-Сан-Антонио
7906;Керроберт
7907;Кертеги
7908;Керу
7909;Керуане
7910;Кёрфез
7911;Керчем
7912;Керчь
7913;Кесальтенанго
7914;Кесен
7915;Кесеннума
7916;Кескин
7917;Кеснел
7918;Кесон-Сити
7919;Кестел
7920;Кестхей
7921;Кета
7922;Кетаме
7923;Кётанабе
7924;Кётанго
7925;Кетапанг
7926;Кете-Крачи
7927;Кётен
7928;Кетмен-Тебе
7929;Кеттеринг
7930;Кету
7931;Кетчикан
7932;Кетш
7933;Кеуруу
7934;Кёфлах
7935;Кеханча
7936;Кехра
7937;Кецин
7938;Кечиборлу
7939;Кечкемет
7940;Кешабпур
7941;Кешан
7942;Кешап
7943;Кёшк
7944;Кешод
7945;Киамбу
7946;Кибартай
7947;Кибаха
7948;Кибдо
7949;Киби
7950;Кибомбо
7951;Кибор
7952;Кибуе
7953;Кибунго
7954;Кивалина
7955;Киверцы
7956;Кивиыли
7957;Кигали
7958;Кигома
7959;Кидаль
7960;Кидзугава
7961;Киев
7962;Киёсе
7963;Киёсу
7964;Киета
7965;Кизел
7966;Кизий
7967;Кизилюрт
7968;Кизляр
7969;Кийжов
7970;Киквит
7971;Кикинда
7972;Кикугава
7973;Кикуко
7974;Кикути
7975;Кикую
7976;Кила-Дисар-Сингх
7977;Килбирни
7978;Киленгеш
7979;Килиматинде
7980;Килимли
7981;Килинги-Нымме
7982;Килиндони
7983;Килис
7984;Килифарево
7985;Килифи
7986;Килия
7987;Килкенни
7988;Килки
7989;Килкис
7990;Киллаколло
7991;Киллам
7992;Килларни
7993;Киллин
7994;Килмарнок
7995;Килоса
7996;Килраш
7997;Килуиннинг
7998;Киль
7999;Кильбург
8000;Кильмес
8001;Кильота
8002;Кильпуэ
8003;Кильябамба
8004;Кимбайя
8005;Кимбе
8006;Кимберли
8007;Кимили
8008;Кимилили
8009;Кимитарра
8010;Кимицу
8011;Кимовск
8012;Кимпесе
8013;Кимры
8014;Кимхэ
8015;Кимчхэк
8016;Кинг-Коув
8017;Кингисепп
8018;Кингман
8019;Кингсвилл
8020;Кингси-Фолс
8021;Кингстаун
8022;Кингстон
8023;Кингстон-апон-Халл
8024;Киндамба
8025;Киндельбрюк
8026;Киндерсли
8027;Киндия
8028;Кинду
8029;Кинель
8030;Кинешма
8031;Кинзау-Мвуете
8032;Киниги
8033;Кинистино
8034;Кинкала
8035;Кинлохберви
8036;Кинокава
8037;Кинсейл
8038;Кинстон
8039;Кинтампо
8040;Кинтана-де-ла-Серена
8041;Кинтанар-де-ла-Орден
8042;Кинтанар-дель-Рей
8043;Кинтапо
8044;Кинчия
8045;Киншаса
8046;Киншперк-над-Огржи
8047;Киньямел
8048;Киокак
8049;Киото
8050;Кипама
8051;Кипамба
8052;Кипамсе
8053;Кипиле
8054;Кипкелион
8055;Киплинг
8056;Киппенс
8057;Кипуши
8058;Кира
8059;Кираз
8060;Киракира
8061;Кирдаса
8062;Киреевск
8063;Кирения
8064;Киренск
8065;Киржач
8066;Кири
8067;Кириллов
8068;Кирима
8069;Кирисима
8070;Кириц
8071;Кириши
8072;Киркасия
8073;Кирквуд
8074;Киркенес
8075;Киркленд
8076;Киркленд-Лейк
8077;Киркоп
8078;Кирксвилл
8079;Киркук
8080;Кирн
8081;Кирни
8082;Киров
8083;Кировград
8084;Кирово-Чепецк
8085;Кировск
8086;Кировское
8087;Кирс
8088;Кирсанов
8089;Кирспе
8090;Киртипур
8091;Киртланд
8092;Кирторф
8093;Кирумба
8094;Кируна
8095;Кирундо
8096;Кирхберг
8097;Кирхберг-на-Ягсте
8098;Кирхгайм-унтер-Тек
8099;Кирхгаймболанден
8100;Кирхгайн
8101;Кирхен
8102;Кирхенламиц
8103;Кирьят-Ата
8104;Кирьят-Бялик
8105;Кирьят-Гат
8106;Кирьят-Малахи
8107;Кирьят-Моцкин
8108;Кирьят-Оно
8109;Кирьят-Шмона
8110;Кирьят-Ям
8111;Кирю
8112;Кисангани
8113;Кисарадзу
8114;Кисаран
8115;Киселёвск
8116;Киселице
8117;Киси
8118;Кисивада
8119;Кисидугу
8120;Кисловодск
8121;Кисмайо
8122;Кисуму
8123;Кисуцке Нове Место
8124;Китаакита
8125;Китаибараки
8126;Китаками
8127;Китаката
8128;Китакюсю
8129;Китале
8130;Китами
8131;Китамото
8132;Китанагоя
8133;Китахиросима
8134;Китве-Нкана
8135;Китгум
8136;Китен
8137;Китенгела
8138;Китеэ
8139;Китилипи
8140;Китмансхуп
8141;Кито
8142;Китона
8143;Китти
8144;Китуи
8145;Китуку
8146;Китцинген
8147;Китченер
8148;Киунга
8149;Киурувеси
8150;Кифт
8151;Киффа
8152;Кицбюэль
8153;Кицмань
8154;Кицуки
8155;Кичево
8156;Кичер
8157;Кичха
8158;Кишангандж
8159;Кишинёв
8160;Кишинеу-Криш
8161;Кишкёрёш
8162;Кишкунфеледьхаза
8163;Кишоргандж
8164;Киштелек
8165;Клагенфурт
8166;Кладно
8167;Кладово
8168;Кладруби
8169;Клайв
8170;Клайпеда
8171;Кламар
8172;Кламат Фолз
8173;Кланьец
8174;Кларенвилл
8175;Кларенс-Рокленд
8176;Кларенс-Таун
8177;Клари
8178;Кларинэс
8179;Кларкс-Бич
8180;Кларкс-Пойнт
8181;Кларкс-Харбор
8182;Кларксберг
8183;Кларксвилл
8184;Кларксвилль
8185;Кларксдейл
8186;Кластерец-над-Огржи
8187;Клатен
8188;Клатови
8189;Клауок
8190;Клаусталь-Целлерфельд
8191;Клеве
8192;Клейтон
8193;Клеменсия
8194;Клеммонс
8195;Клерво
8196;Клермон
8197;Клермон-Ферран
8198;Клермонт
8199;Клётце
8200;Клецани
8201;Клецк
8202;Клецко
8203;Клечев
8204;Клещеле
8205;Кливленд
8206;Кливленд-Хайтс
8207;Климковице
8208;Климовичи
8209;Клин
8210;Клинген
8211;Клингенберг-на-Майне
8212;Клингенталь
8213;Клингнау
8214;Клинтвуд
8215;Клинтон
8216;Клинцы
8217;Клирлейк
8218;Клируотер
8219;Клисура
8220;Клифтон
8221;Клифтон-Фордж
8222;Кличев
8223;Клиши
8224;Клиши-су-Буа
8225;Клобуцк
8226;Кловис
8227;Клодава
8228;Клодзко
8229;Клонакилти
8230;Клонмел
8231;Клонс
8232;Клоппенбург
8233;Клоринда
8234;Клостернойбург
8235;Клотен
8236;Клоулклабед
8237;Клуж-Напока
8238;Клэйр-Холл
8239;Клэрингтон
8240;Клэрмор
8241;Клэрсхолм
8242;Клэртон
8243;Клюц
8244;Ключборк
8245;Кнежа
8246;Кнежево
8247;Книн
8248;Книтлинген
8249;Книттельфельд
8250;Кнурув
8251;Кнышин
8252;Княгинино
8253;Княжевац
8254;Коакалько-де-Берриосабаль
8255;Коани
8256;Коатепеке
8257;Коатикук
8258;Коатсакоалкос
8259;Кобальт
8260;Кобан
8261;Кобаяси
8262;Кобе
8263;Кобеляки
8264;Кобенни
8265;Коберн
8266;Кобиса
8267;Кобиха
8268;Кобленц
8269;Кобоко
8270;Кобрин
8271;Кобук
8272;Кобулети
8273;Кобур
8274;Кобург
8275;Кобылин
8276;Кобылка
8277;Ков
8278;Кова-Фигуэра
8279;Ковалево-Поморске
8280;Коваль
8281;Кованджилар
8282;Ковансвиль
8283;Коварачия
8284;Ковары
8285;Ковасна
8286;Ковачица
8287;Коввур
8288;Ковдор
8289;Кове
8290;Ковель
8291;Ковентри
8292;Ковеньяс
8293;Ковильян
8294;Ковин
8295;Ковина
8296;Ковингтон
8297;Ковров
8298;Ковылкино
8299;Кога
8300;Когалым
8301;Коганеи
8302;Когуа
8303;Кодайра
8304;Коджаали
8305;Коди
8306;Кодинар
8307;Кодинск
8308;Кодля
8309;Кодок
8310;Кодрингтон
8311;Кодру
8312;Кодунгаллур
8313;Кодыма
8314;Коельо
8315;Коетин
8316;Коженчерри
8317;Кожикоде
8318;Кожлани
8319;Кожухув
8320;Козаклы
8321;Козан
8322;Козани
8323;Козапскаль
8324;Козарска-Дубица
8325;Козегловы
8326;Козельск
8327;Козенице
8328;Козенца
8329;Козловка
8330;Козлодуй
8331;Козлу
8332;Козлук
8333;Козмин-Велькопольски
8334;Козьмодемьянск
8335;Коимбатур
8336;Коимбра
8337;Коин
8338;Коинду
8339;Койайке
8340;Койнаре
8341;Койра
8342;Койя
8343;Койяима
8344;Кок-Джангак
8345;Кока
8346;Коканд
8347;Кокберн-Таун
8348;Кокдала
8349;Кокемяки
8350;Кокимбо
8351;Коккола
8352;Кокобич
8353;Кокода
8354;Кокомо
8355;Кокопо
8356;Кокорна
8357;Кокраджхар
8358;Кокран
8359;Кокрейн
8360;Кокс-Базар
8361;Кокубундзи
8362;Кокуитлам
8363;Кокшетау
8364;Кола
8365;Колака
8366;Коламбус
8367;Колар
8368;Коларово
8369;Колачице
8370;Колашин
8371;Колвези
8372;Колвуд
8373;Колгонг
8374;Колд-Бэй
8375;Колд-Лейк
8376;Колд-Спрингс
8377;Колда
8378;Колдейл
8379;Колдстрим
8380;Колдуэлл
8381;Коле
8382;Колёновске
8383;Колима
8384;Колин
8385;Колина
8386;Колкапируа
8387;Коллам
8388;Колланкоду
8389;Колледж-Стейшен
8390;Колленьо
8391;Коллингвуд
8392;Коло
8393;Колобжег
8394;Кологрив
8395;Колокани
8396;Коломб
8397;Коломба
8398;Коломбия
8399;Коломбо
8400;Коломбу
8401;Коломна
8402;Коломыя
8403;Коломье
8404;Колон
8405;Колонга
8406;Колонел-Хилл
8407;Колониа
8408;Колониал-Бич
8409;Колониал-Хайтс
8410;Колония-дель-Сакраменто
8411;Колония-Санта-Роса
8412;Колония-Товар
8413;Колония-Элиса
8414;Колоннава
8415;Колорадо-Спрингс
8416;Колосо
8417;Колпашево
8418;Колпино
8419;Колрейн
8420;Колстрип
8421;Колуза
8422;Колумбия
8423;Колумбия-Фолс
8424;Колумбус
8425;Колунга
8426;Колхар
8427;Колхерст
8428;Колчестер
8429;Кольбермор
8430;Кольбушова
8431;Кольдинг
8432;Кольдиц
